辽宁移动直播测试（支持回看与时移）,#genre#
湖北卫视,http://39.134.61.219/PLTV/88888888/224/3221226876/index.m3u8
湖北卫视,http://39.134.61.219/PLTV/88888888/224/3221226931/index.m3u8
湖南卫视,http://39.134.61.219/PLTV/88888888/224/3221226532/index.m3u8
湖南卫视,http://39.134.61.219/PLTV/88888888/224/3221226858/index.m3u8
吉林卫视,http://39.134.61.219/PLTV/88888888/224/3221226864/index.m3u8
吉林卫视,http://39.134.61.219/PLTV/88888888/224/3221226986/index.m3u8
吉林卫视,http://39.134.61.219/PLTV/88888888/224/3221226994/index.m3u8
嘉佳卡通,http://39.134.61.219/PLTV/88888888/224/3221226939/index.m3u8
嘉通卡通,http://39.134.61.219/PLTV/88888888/224/3221226514/index.m3u8
江苏卫视,http://39.134.61.219/PLTV/88888888/224/3221226505/index.m3u8
江苏卫视,http://39.134.61.219/PLTV/88888888/224/3221226862/index.m3u8
江苏卫视,http://39.134.61.219/PLTV/88888888/224/3221227003/index.m3u8
江西卫视,http://39.134.61.219/PLTV/88888888/224/3221227076/index.m3u8
金鹰卡通,http://39.134.61.219/PLTV/88888888/224/3221226882/index.m3u8
金鹰卡通,http://39.134.61.219/PLTV/88888888/224/3221226935/index.m3u8
金鹰卡通,http://39.134.61.219/PLTV/88888888/224/3221227004/index.m3u8
卡酷少儿,http://39.134.61.219/PLTV/88888888/224/3221226833/index.m3u8
卡酷少儿,http://39.134.61.219/PLTV/88888888/224/3221226937/index.m3u8
卡酷少儿,http://39.134.61.219/PLTV/88888888/224/3221226988/index.m3u8
康巴卫视,http://39.134.61.219/PLTV/88888888/224/3221226822/index.m3u8
乐游,http://39.134.61.219/PLTV/88888888/224/3221227008/index.m3u8
辽宁卫视,http://39.134.61.219/PLTV/88888888/224/3221226493/index.m3u8
辽宁卫视,http://39.134.61.219/PLTV/88888888/224/3221226880/index.m3u8
辽宁卫视,http://39.134.61.219/PLTV/88888888/224/3221227013/index.m3u8
辽宁宜家购物,http://39.134.61.219/PLTV/88888888/224/3221226624/index.m3u8
内蒙古卫视,http://39.134.61.219/PLTV/88888888/224/3221226626/index.m3u8
内蒙古卫视,http://39.134.61.219/PLTV/88888888/224/3221226992/index.m3u8
内蒙古卫视,http://39.134.61.219/PLTV/88888888/224/3221227014/index.m3u8
宁夏卫视,http://39.134.61.219/PLTV/88888888/224/3221226587/index.m3u8
宁夏卫视,http://39.134.61.219/PLTV/88888888/224/3221226831/index.m3u8
宁夏卫视,http://39.134.61.219/PLTV/88888888/224/3221226991/index.m3u8
宁夏卫视,http://39.134.61.219/PLTV/88888888/224/3221226996/index.m3u8
农林卫视,http://39.134.61.219/PLTV/88888888/224/3221226818/index.m3u8
青海卫视,http://39.134.61.219/PLTV/88888888/224/3221226628/index.m3u8
青海卫视,http://39.134.61.219/PLTV/88888888/224/3221226874/index.m3u8
青海卫视,http://39.134.61.219/PLTV/88888888/224/3221226949/index.m3u8
青海卫视,http://39.134.61.219/PLTV/88888888/224/3221227000/index.m3u8
厦门卫视,http://39.134.61.219/PLTV/88888888/224/3221226529/index.m3u8
山东教育卫视,http://39.134.61.219/PLTV/88888888/224/3221226816/index.m3u8
山东卫视,http://39.134.61.219/PLTV/88888888/224/3221226589/index.m3u8
山东卫视,http://39.134.61.219/PLTV/88888888/224/3221226811/index.m3u8
山东卫视,http://39.134.61.219/PLTV/88888888/224/3221226965/index.m3u8
山西卫视,http://39.134.61.219/PLTV/88888888/224/3221226475/index.m3u8
山西卫视,http://39.134.61.219/PLTV/88888888/224/3221226872/index.m3u8
山西卫视,http://39.134.61.219/PLTV/88888888/224/3221226983/index.m3u8
山西卫视,http://39.134.61.219/PLTV/88888888/224/3221227016/index.m3u8
陕西卫视,http://39.134.61.219/PLTV/88888888/224/3221226591/index.m3u8
陕西卫视,http://39.134.61.219/PLTV/88888888/224/3221226959/index.m3u8
深圳卫视,http://39.134.61.219/PLTV/88888888/224/3221226595/index.m3u8
深圳卫视,http://39.134.61.219/PLTV/88888888/224/3221226819/index.m3u8
深圳卫视,http://39.134.61.219/PLTV/88888888/224/3221227002/index.m3u8
沈阳新闻综合,http://39.134.61.219/PLTV/88888888/224/3221226593/index.m3u8

四川卫视,http://39.134.61.219/PLTV/88888888/224/3221226597/index.m3u8
四川卫视,http://39.134.61.219/PLTV/88888888/224/3221226856/index.m3u8
四川卫视,http://39.134.61.219/PLTV/88888888/224/3221226961/index.m3u8
四川卫视,http://39.134.61.219/PLTV/88888888/224/3221226982/index.m3u8
天津卫视,http://39.134.61.219/PLTV/88888888/224/3221226599/index.m3u8
天津卫视,http://39.134.61.219/PLTV/88888888/224/3221226813/index.m3u8
西藏卫视（藏语）,http://39.134.61.219/PLTV/88888888/224/3221226820/index.m3u8
西藏卫视,http://39.134.61.219/PLTV/88888888/224/3221226630/index.m3u8
西藏卫视,http://39.134.61.219/PLTV/88888888/224/3221226823/index.m3u8
西藏卫视,http://39.134.61.219/PLTV/88888888/224/3221226967/index.m3u8
新疆卫视,http://39.134.61.219/PLTV/88888888/224/3221226601/index.m3u8
新疆卫视,http://39.134.61.219/PLTV/88888888/224/3221226825/index.m3u8
新疆卫视,http://39.134.61.219/PLTV/88888888/224/3221226941/index.m3u8
新疆卫视,http://39.134.61.219/PLTV/88888888/224/3221226969/index.m3u8
延边卫视,http://39.134.61.219/PLTV/88888888/224/3221226767/index.m3u8
优漫卡通,http://39.134.61.219/PLTV/88888888/224/3221226548/index.m3u8
优漫卡通,http://39.134.61.219/PLTV/88888888/224/3221226945/index.m3u8
游戏风云,http://39.134.61.219/PLTV/88888888/224/3221226933/index.m3u8
云南卫视,http://39.134.61.219/PLTV/88888888/224/3221226868/index.m3u8
云南卫视,http://39.134.61.219/PLTV/88888888/224/3221226977/index.m3u8
云南卫视,http://39.134.61.219/PLTV/88888888/224/3221227010/index.m3u8
浙江卫视,http://39.134.61.219/PLTV/88888888/224/3221226541/index.m3u8
浙江卫视,http://39.134.61.219/PLTV/88888888/224/3221226870/index.m3u8
浙江卫视,http://39.134.61.219/PLTV/88888888/224/3221227072/index.m3u8
重庆卫视,http://39.134.61.219/PLTV/88888888/224/3221226575/index.m3u8
重庆卫视,http://39.134.61.219/PLTV/88888888/224/3221226917/index.m3u8
重庆卫视,http://39.134.61.219/PLTV/88888888/224/3221226990/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221226956/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227029/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227039/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227051/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227055/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227059/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227098/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227100/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227102/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227104/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227106/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227108/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227110/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227112/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227114/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227116/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227118/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227120/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227122/index.m3u8
咪咕视频,http://39.134.61.219/PLTV/88888888/224/3221227124/index.m3u8

