辽宁移动直播测试（支持回看与时移）,#genre#
CGTN标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226172/index.m3u8
好享购物标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226663/index.m3u8
嘉佳卡通标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8
优漫卡通标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8
家有购物标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226985/index.m3u8
聚鲨环球精选标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227044/index.m3u8
央广购物标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227105/index.m3u8
西藏藏语频道标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227157/index.m3u8
优购物标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227335/index.m3u8
新辽宁移动直播（支持回看与时移）,#genre#
CCTV-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8
CCTV-2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8
CCTV-3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8
CCTV-4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8
CCTV-5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227218/index.m3u8
CCTV-5+,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227236/index.m3u8
CCTV-6,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227221/index.m3u8
CCTV-7,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226905/index.m3u8
CCTV-8,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227325/index.m3u8
CCTV-9,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227337/index.m3u8
CCTV-10,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227321/index.m3u8
CCTV-11,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227251/index.m3u8
CCTV-12,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227343/index.m3u8
CCTV-13,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227333/index.m3u8
CCTV-14,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227349/index.m3u8
CCTV-15,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227361/index.m3u8
CCTV-16,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227346/index.m3u8
CCTV-17,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227352/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227242/index.m3u8
辽宁都市,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227355/index.m3u8
辽宁影视剧,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227331/index.m3u8
辽宁体育,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227334/index.m3u8
辽宁生活,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227319/index.m3u8
辽宁教育青少,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227297/index.m3u8
辽宁北方,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227327/index.m3u8
辽宁移动电视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227328/index.m3u8
辽宁公共,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227224/index.m3u8
辽宁经济,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227322/index.m3u8
辽宁宜家购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227309/index.m3u8
家有购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226985/index.m3u8
央广购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227105/index.m3u8
环球聚鲨,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227044/index.m3u8
优购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227335/index.m3u8
睛彩竞技,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227417/index.m3u8
睛彩篮球,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227478/index.m3u8
睛彩青少,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227420/index.m3u8
睛彩广场舞,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227423/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227340/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227306/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227212/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227227/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227313/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227303/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227233/index.m3u8
湖南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227316/index.m3u8
吉林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227310/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227312/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227245/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227318/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227288/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227230/index.m3u8
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226788/index.m3u8
河北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226774/index.m3u8
河南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226791/index.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226784/index.m3u8
海南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226801/index.m3u8
云南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226816/index.m3u8
贵州卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226874/index.m3u8
广西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226830/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227239/index.m3u8
中国教育-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226732/index.m3u8
青海卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226889/index.m3u8
山西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226778/index.m3u8
陕西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226892/index.m3u8
内蒙古卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226886/index.m3u8
宁夏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226804/index.m3u8
厦门卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226803/index.m3u8
新疆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226893/index.m3u8
甘肃卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226875/index.m3u8
西藏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226896/index.m3u8
山东教育卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227166/index.m3u8
兵团卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226859/index.m3u8
农林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227108/index.m3u8
延边卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227047/index.m3u8
新动漫,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226818/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227300/index.m3u8
优漫卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8
金鹰纪实,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227291/index.m3u8
北京纪实,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227294/index.m3u8
家庭理财,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226754/index.m3u8
西藏卫视（藏语）,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227157/index.m3u8
安多卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227160/index.m3u8
康巴卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227111/index.m3u8
CCTV-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226759/index.m3u8
CCTV-2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226853/index.m3u8
CCTV-4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226741/index.m3u8
CCTV-10,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226792/index.m3u8
CCTV-12,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226862/index.m3u8
CCTV-14,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226789/index.m3u8
CCTV-17,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226908/index.m3u8
CCTV-5+,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226910/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226767/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226823/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226890/index.m3u8
湖南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226772/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226854/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226781/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226856/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226872/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226807/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226881/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226887/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226878/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226877/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226810/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226868/index.m3u8
辽宁移动(1)（支持回看与时移）,#genre#
CCTV1高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226721/index.m3u8
CCTV2高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226711/index.m3u8
CCTV4高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226899/index.m3u8
CCTV9高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226734/index.m3u8
CCTV10高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226702/index.m3u8
CCTV12高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226736/index.m3u8
CCTV14高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226720/index.m3u8
CCTV17高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226841/index.m3u8
CCTV5+高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226745/index.m3u8
CCTV3高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227038/index.m3u8
CCTV5高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227041/index.m3u8
CCTV6高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227099/index.m3u8
CCTV8高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227102/index.m3u8
CCTV11高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227251/index.m3u8
CCTV13高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227333/index.m3u8
CCTV15高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227361/index.m3u8
CCTV16高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227071/index.m3u8
辽宁卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226731/index.m3u8
黑龙江卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226749/index.m3u8
湖南卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226727/index.m3u8
浙江卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226795/index.m3u8
江苏卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226902/index.m3u8
安徽卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226746/index.m3u8
湖北卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226705/index.m3u8
山东卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226739/index.m3u8
广东卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226743/index.m3u8
深圳卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226725/index.m3u8
北京卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226724/index.m3u8
天津卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226742/index.m3u8
东方卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226733/index.m3u8
四川卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226728/index.m3u8
重庆卫视高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226737/index.m3u8
辽宁都市高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226760/index.m3u8
辽宁影视剧高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226738/index.m3u8
辽宁体育高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226764/index.m3u8
辽宁生活高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226761/index.m3u8
辽宁教育青少高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226763/index.m3u8
辽宁北方高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226755/index.m3u8
辽宁经济高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226735/index.m3u8
辽宁公共高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226766/index.m3u8
辽宁宜佳购物高清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226884/index.m3u8
北京纪实,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226730/index.m3u8
金鹰纪实,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226714/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226845/index.m3u8
CCTV1标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226759/index.m3u8
CCTV2标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226853/index.m3u8
CCTV3标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226201/index.m3u8
CCTV4标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226741/index.m3u8
CCTV5标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226200/index.m3u8
CCTV6标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226199/index.m3u8
CCTV7标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226905/index.m3u8
CCTV8标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226197/index.m3u8
CCTV9标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226173/index.m3u8
CCTV10标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226792/index.m3u8
CCTV11标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226753/index.m3u8
CCTV12标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226862/index.m3u8
CCTV13标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226729/index.m3u8
CCTV14标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226789/index.m3u8
CCTV15标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226796/index.m3u8
CCTV17标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226908/index.m3u8
CCTV+标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226910/index.m3u8
CETV1标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226732/index.m3u8
CETV2标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226170/index.m3u8
CETV3标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226950/index.m3u8
CETV4标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226953/index.m3u8

辽宁卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226767/index.m3u8
北京卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226823/index.m3u8
天津卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226890/index.m3u8
湖南卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226772/index.m3u8
浙江卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226854/index.m3u8
江苏卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226781/index.m3u8
安徽卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226856/index.m3u8
东方卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226872/index.m3u8
深圳卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226807/index.m3u8
黑龙江卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226881/index.m3u8
山东卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226887/index.m3u8
山西卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226778/index.m3u8
广东卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226878/index.m3u8
广西卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226830/index.m3u8
湖北卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226877/index.m3u8
江西卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226788/index.m3u8
河北卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226774/index.m3u8
河南卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226791/index.m3u8
四川卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226810/index.m3u8
重庆卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226868/index.m3u8
东南卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226784/index.m3u8
厦门卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226803/index.m3u8
云南卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226816/index.m3u8
贵州卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226874/index.m3u8
陕西卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226892/index.m3u8
内蒙古卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226886/index.m3u8
宁夏卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226804/index.m3u8
青海卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226889/index.m3u8
新疆卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226893/index.m3u8
甘肃卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226875/index.m3u8
西藏卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226896/index.m3u8
兵团卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226859/index.m3u8
海南卫视标清,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226801/index.m3u8
辽宁移动电视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226982/index.m3u8

沈阳新闻综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226895/index.m3u8

新动漫,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226818/index.m3u8
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226744/index.m3u8
优漫卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226768/index.m3u8
家庭理财,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226754/index.m3u8
辽宁移动高清(2)（支持回看与时移）,#genre#
CCTV1,http://39.134.61.219/PLTV/88888888/224/3221226556/index.m3u8
CCTV1,http://39.134.61.219/PLTV/88888888/224/3221226748/index.m3u8
CCTV1,http://39.134.61.219/PLTV/88888888/224/3221226750/index.m3u8
CCTV1,http://39.134.61.219/PLTV/88888888/224/3221226844/index.m3u8
CCTV1,http://39.134.61.219/PLTV/88888888/224/3221227086/index.m3u8
CCTV2,http://39.134.61.219/PLTV/88888888/224/3221226608/index.m3u8
CCTV2,http://39.134.61.219/PLTV/88888888/224/3221226795/index.m3u8
CCTV2,http://39.134.61.219/PLTV/88888888/224/3221226980/index.m3u8
CCTV2,http://39.134.61.219/PLTV/88888888/224/3221227023/index.m3u8
CCTV3,http://39.134.61.219/PLTV/88888888/224/3221227058/index.m3u8
CCTV4,http://39.134.61.219/PLTV/88888888/224/3221226517/index.m3u8
CCTV4,http://39.134.61.219/PLTV/88888888/224/3221226803/index.m3u8
CCTV4,http://39.134.61.219/PLTV/88888888/224/3221227084/index.m3u8
CCTV5,http://39.134.61.219/PLTV/88888888/224/3221227021/index.m3u8
CCTV5+,http://39.134.61.219/PLTV/88888888/224/3221226445/index.m3u8
CCTV5+,http://39.134.61.219/PLTV/88888888/224/3221226611/index.m3u8
CCTV7,http://39.134.61.219/PLTV/88888888/224/3221226640/index.m3u8
CCTV7,http://39.134.61.219/PLTV/88888888/224/3221226846/index.m3u8
CCTV7,http://39.134.61.219/PLTV/88888888/224/3221226915/index.m3u8
CCTV7,http://39.134.61.219/PLTV/88888888/224/3221227054/index.m3u8
CCTV8,http://39.134.61.219/PLTV/88888888/224/3221226903/index.m3u8
CCTV9,http://39.134.61.219/PLTV/88888888/224/3221226854/index.m3u8
CCTV9,http://39.134.61.219/PLTV/88888888/224/3221226923/index.m3u8
CCTV10,http://39.134.61.219/PLTV/88888888/224/3221226604/index.m3u8
CCTV10,http://39.134.61.219/PLTV/88888888/224/3221226797/index.m3u8
CCTV10,http://39.134.61.219/PLTV/88888888/224/3221226907/index.m3u8
CCTV10,http://39.134.61.219/PLTV/88888888/224/3221227046/index.m3u8
CCTV11,http://39.134.61.219/PLTV/88888888/224/3221226848/index.m3u8
CCTV11,http://39.134.61.219/PLTV/88888888/224/3221226958/index.m3u8
CCTV11,http://39.134.61.219/PLTV/88888888/224/3221227048/index.m3u8
CCTV12,http://39.134.61.219/PLTV/88888888/224/3221226606/index.m3u8
CCTV12,http://39.134.61.219/PLTV/88888888/224/3221226799/index.m3u8
CCTV12,http://39.134.61.219/PLTV/88888888/224/3221226913/index.m3u8
CCTV12,http://39.134.61.219/PLTV/88888888/224/3221227042/index.m3u8
CCTV13,http://39.134.61.219/PLTV/88888888/224/3221226852/index.m3u8
CCTV13,http://39.134.61.219/PLTV/88888888/224/3221227007/index.m3u8
CCTV13,http://39.134.61.219/PLTV/88888888/224/3221227019/index.m3u8
CCTV14,http://39.134.61.219/PLTV/88888888/224/3221226571/index.m3u8
CCTV14,http://39.134.61.219/PLTV/88888888/224/3221226801/index.m3u8
CCTV14,http://39.134.61.219/PLTV/88888888/224/3221226978/index.m3u8
CCTV14,http://39.134.61.219/PLTV/88888888/224/3221227038/index.m3u8
CCTV15,http://39.134.61.219/PLTV/88888888/224/3221226850/index.m3u8
CCTV15,http://39.134.61.219/PLTV/88888888/224/3221226927/index.m3u8
CCTV15,http://39.134.61.219/PLTV/88888888/224/3221227040/index.m3u8
CCTV17,http://39.134.61.219/PLTV/88888888/224/3221226613/index.m3u8
CETV1,http://39.134.61.219/PLTV/88888888/224/3221226518/index.m3u8
CETV1,http://39.134.61.219/PLTV/88888888/224/3221226860/index.m3u8
CETV1,http://39.134.61.219/PLTV/88888888/224/3221226947/index.m3u8
CETV1,http://39.134.61.219/PLTV/88888888/224/3221226970/index.m3u8
CETV4,http://39.134.61.219/PLTV/88888888/224/3221226884/index.m3u8
CETV4,http://39.134.61.219/PLTV/88888888/224/3221226919/index.m3u8
CGTN,http://39.134.61.219/PLTV/88888888/224/3221226972/index.m3u8
安多卫视,http://39.134.61.219/PLTV/88888888/224/3221226769/index.m3u8
安徽卫视,http://39.134.61.219/PLTV/88888888/224/3221226569/index.m3u8
安徽卫视,http://39.134.61.219/PLTV/88888888/224/3221226809/index.m3u8
安徽卫视,http://39.134.61.219/PLTV/88888888/224/3221226905/index.m3u8
北京卫视,http://39.134.61.219/PLTV/88888888/224/3221226574/index.m3u8
北京卫视,http://39.134.61.219/PLTV/88888888/224/3221226815/index.m3u8
北京卫视,http://39.134.61.219/PLTV/88888888/224/3221227068/index.m3u8
兵团卫视,http://39.134.61.219/PLTV/88888888/224/3221226602/index.m3u8
兵团卫视,http://39.134.61.219/PLTV/88888888/224/3221227018/index.m3u8
东方卫视,http://39.134.61.219/PLTV/88888888/224/3221226610/index.m3u8
东方卫视,http://39.134.61.219/PLTV/88888888/224/3221226821/index.m3u8
东方卫视,http://39.134.61.219/PLTV/88888888/224/3221226997/index.m3u8
东南卫视,http://39.134.61.219/PLTV/88888888/224/3221226968/index.m3u8
动漫秀场,http://39.134.61.219/PLTV/88888888/224/3221227032/index.m3u8
都市剧场,http://39.134.61.219/PLTV/88888888/224/3221227028/index.m3u8
法治天地,http://39.134.61.219/PLTV/88888888/224/3221227026/index.m3u8
甘肃卫视,http://39.134.61.219/PLTV/88888888/224/3221226612/index.m3u8
甘肃卫视,http://39.134.61.219/PLTV/88888888/224/3221226962/index.m3u8
甘肃卫视,http://39.134.61.219/PLTV/88888888/224/3221226987/index.m3u8
广东卫视,http://39.134.61.219/PLTV/88888888/224/3221226614/index.m3u8
广东卫视,http://39.134.61.219/PLTV/88888888/224/3221226817/index.m3u8
广东卫视,http://39.134.61.219/PLTV/88888888/224/3221226960/index.m3u8
广西卫视,http://39.134.61.219/PLTV/88888888/224/3221226807/index.m3u8
广西卫视,http://39.134.61.219/PLTV/88888888/224/3221226984/index.m3u8
广西卫视,http://39.134.61.219/PLTV/88888888/224/3221227006/index.m3u8
贵州卫视,http://39.134.61.219/PLTV/88888888/224/3221226616/index.m3u8
贵州卫视,http://39.134.61.219/PLTV/88888888/224/3221226805/index.m3u8
贵州卫视,http://39.134.61.219/PLTV/88888888/224/3221226911/index.m3u8
贵州卫视,http://39.134.61.219/PLTV/88888888/224/3221227030/index.m3u8
